epoch;acc;loss;val_acc;val_loss
0;0.4835616606555573;0.859984909834927;0.46341465304537516;0.6954991497644564
1;0.4808219295250226;0.6997915560252046;0.42682928392073005;0.7066056524834982
2;0.5397260455236043;0.7027878549000989;0.42682928464761594;0.7186764536834345
3;0.5109589200517902;0.7050383600470138;0.4024390411086199;0.7340688065784734
4;0.5465753578159908;0.6913579561938978;0.3780487921179795;0.7648429143719557
5;0.5821918016427183;0.673597486215095;0.30487805659451134;0.8226603836548038
6;0.6054794701811386;0.6612236561840528;0.36585367089364584;0.8395573395054515
7;0.6164383739641268;0.6471882315531169;0.29268293591534217;1.0061385587948124
8;0.6383561839796092;0.6038680902899128;0.317073181634996;1.1778838983396205
9;0.6657534416407755;0.5840513333882371;0.32926829413669867;1.3645220224450274
10;0.686301394684674;0.562439630946068;0.2804878092393642;1.4268179186960546
11;0.7150685124201317;0.5459777278442906;0.3170731761833517;1.4209007199217634
0;0.6246575528628205;0.6875581202441698;0.7073170804395909;0.6070345015060611
1;0.6794520774932756;0.6131784453783949;0.6829268445328969;0.6057484789592463
2;0.7041096112499499;0.5889200592694217;0.7804878266846261;0.5510436383689322
3;0.7328767296386092;0.5452636165161655;0.7317073287033453;0.5831404982543573
4;0.7753424845329703;0.4823515593189083;0.7073170848009063;0.5933012904190436
5;0.8383561798970993;0.3636857309570051;0.6097561193675529;0.7217349017538676
6;0.9000000182896444;0.2723147205702246;0.6341463596355624;0.7058116909934253
7;0.9506849417947743;0.14441969910100716;0.585365874738228;0.8944522055183969
8;0.9589041188971638;0.12235373688274867;0.6097561150062375;0.906247202943011
9;0.9726027457681421;0.08479848813699328;0.670731733484966;0.9036322686730361
10;0.9821917850677281;0.05272318538763139;0.6707317280333217;0.9292786237670154
11;0.991780823877413;0.03168833473033897;0.6097561106449221;1.0568034975993923
12;0.991780823877413;0.02849144420063455;0.7195122038445821;1.1415219183375196
13;0.9945205492516086;0.022575523727095034;0.6707317193106908;1.1157866280253341
0;0.9602739810943604;0.2069543541842842;1.0;0.019359815729463974
1;0.9835616477548259;0.05453189307032791;1.0;0.022600054990772795
2;0.9904109611903151;0.029062103284427206;1.0;0.011377675106703507
3;0.9972602746258044;0.015121403902654268;1.0;0.008647354904607666
4;0.9958904119387065;0.008346918923700585;1.0;0.007698442971492868
5;0.9986301373129022;0.008500702638506582;1.0;0.007267773919454889
6;0.9958904119387065;0.017222328338180413;1.0;0.010998535756498756
7;0.9958904119387065;0.011368487835815894;1.0;0.0067989735228077665
8;1.0;0.0023504420757951127;1.0;0.0065215428298759474
9;0.9972602746258044;0.006704110339262414;1.0;0.007489252343231517
10;0.9945205487617075;0.01899471400935896;1.0;0.007411161389360886
11;0.9945205492516086;0.026672828323761964;0.9878048809563241;0.07213086995477902
12;0.9945205492516086;0.014646466094823092;0.963414638507657;0.06208311827717031
13;0.9945205492516086;0.011016085809985756;0.9756097619126483;0.06620330398152696
14;0.9958904119387065;0.011487094626993408;0.9878048809563241;0.04332906086134111
15;1.0;0.0038225121661158382;0.9878048809563241;0.0424688450946677
16;0.9986301373129022;0.003946674354043752;0.9878048809563241;0.04895816540072968
17;0.9972602746258044;0.007271876946938454;0.975609756097561;0.060491189843316265
18;0.9958904119387065;0.02507459950406696;0.9512195180102092;0.12396715568071913
19;0.9904109611903151;0.01790529407813503;0.9634146370538851;0.1334581654036145
0;0.9876712358161195;0.033833830346416044;1.0;0.0001268116035889096
1;0.9931506865645108;0.027987238929633087;1.0;0.00019586237062978353
2;0.9904109611903151;0.028865099356310205;0.9878048809563241;0.0425240955925646
3;0.9904109611903151;0.021988247413412876;1.0;0.0016494603474800497
4;0.9986301373129022;0.003932409046096027;1.0;0.0002774210650652715
5;0.9986301373129022;0.0029495169007146015;1.0;0.0004965804519753608
6;0.9972602739726028;0.004287309510133526;1.0;0.00030758146833871186
7;0.9972602746258044;0.01238860699466274;1.0;0.0015778468360378344
8;0.9972602746258044;0.011812248321750726;1.0;0.00014762158495680678
9;1.0;0.0015729831991349833;1.0;0.0001227879476529069
10;1.0;0.0007348750709490859;1.0;8.370415477057999e-05
11;0.9986301373129022;0.004366658255034901;1.0;6.780928776229635e-05
12;0.9986301373129022;0.003585296088761437;1.0;0.00011049106615246274
13;0.9986301373129022;0.0034763730557430903;1.0;6.129643264923688e-05
14;1.0;0.0014108822535746023;1.0;4.3058986969898374e-05
15;0.9958904119387065;0.00971612567593794;1.0;6.231698619269924e-05
16;0.9972602746258044;0.005472830874279605;1.0;8.08519412314082e-05
17;1.0;0.0008408085909737466;1.0;6.187476808519e-05
18;0.9986301373129022;0.0039936075708304;0.9878048809563241;0.01831996968304538
19;0.9986301373129022;0.0031760549221227026;0.9878048809563241;0.009801260926196403
20;1.0;0.0009037913739068045;1.0;0.003987124942441148
21;0.9986301373129022;0.002041661038772449;1.0;0.005257108385593732
22;1.0;0.00021746522592426827;1.0;0.006025103689686014
23;0.9972602746258044;0.003500827816084943;1.0;0.00039508100035607463
