epoch;acc;loss;mean_squared;val_acc;val_loss;val_mean_squared
0;0.46986299794014186;1.0528168502735764;0.30985737142905795;0.0;0.7606180179409865;0.283567537258311
1;0.5739725850624581;0.6992823281516768;0.25093111222329206;0.0;0.7555627968253159;0.28110805444601106
2;0.5479451846586515;0.6850728633469099;0.24598120550995003;0.012195121678637295;0.7860785831765431;0.29612291331698254
3;0.5739725799593207;0.677128208010164;0.24214722246748127;0.02439024335727459;0.8208002709760899;0.31262904332905284
4;0.6123287485886927;0.6500964658717586;0.2290864222466129;0.09756097342909836;0.9478332218600483;0.36660701545273383
5;0.6315068263713628;0.6273595074268237;0.22097548250466176;0.1829268259973061;1.0974817305076412;0.4150297627216432
6;0.6972602526210758;0.5744846404007037;0.19519781642784811;0.2073170701723273;1.2692371592289065;0.44565934560647824
7;0.7027397041451441;0.5423002928903659;0.1865211962530874;0.21951218876169948;1.5051491158764536;0.4910507718237435
8;0.7369862849989982;0.4764527641747096;0.16202047344756454;0.2804877979726326;1.9158387125992193;0.5377817775418119
9;0.782191758694714;0.43050462354535923;0.14361108691520888;0.3536585280444564;2.055514161179705;0.5388285557671291
10;0.845205451527687;0.36000190562989615;0.11705515651057845;0.2682926785655138;2.89901654894759;0.5976494826921602
11;0.8684931232096398;0.33063417234241144;0.10086405991691433;0.317073160737026;2.5510279027427116;0.5806175223210963
12;0.8726027191501774;0.29320807989737757;0.09287634953754405;0.24390243066520226;3.1472043991088867;0.6293191168366409
13;0.9164383337922293;0.22944473087379377;0.0699696571451344;0.26829267402247686;3.9790729720418048;0.6573329502489509
14;0.9205479205471195;0.1917587614120686;0.059651149762156484;0.2682926754762487;4.3351460375436925;0.6492246731025416
15;0.9410958731011169;0.15412960594443426;0.045228176954368204;0.24390243293672073;4.715045446302833;0.6812787484831926
16;0.9561643649453986;0.1324918268962878;0.03678092917775072;0.28048778888655873;5.070517423676281;0.66344223225989
17;0.9698629995731458;0.10550846303621791;0.028044860404780554;0.23170730816881832;5.925698856028115;0.7169073565704066
18;0.9726027258454937;0.08880793973675942;0.02442861002653021;0.24390243066520226;6.1417797018842;0.7017674649634013
19;0.9739725887775421;0.09618329864604501;0.02481453316070575;0.2560975515260929;5.597817897796631;0.682279794681363
20;0.9876712262630463;0.04468920553575129;0.01065667748425518;0.3170731667338348;5.6461825545241195;0.6344081388741005
21;0.9931506812572479;0.03093423273682288;0.006991465798806804;0.2682926754762487;6.428680571114144;0.6693898890076614
22;0.9945205450057983;0.025584013301764345;0.00578626389552819;0.2804877948833675;6.629871060208576;0.6603046924602695
23;0.9958904087543488;0.01926095225794037;0.004495402992538962;0.23170731125808344;7.282467853732225;0.713537738817494
24;0.9972602725028992;0.013883705641029798;0.003000064954561174;0.24390243211897408;7.640829394503338;0.7090236610028802
25;0.9904109537601471;0.022529013505945467;0.00627333598482462;0.2804877979726326;7.378325363484825;0.6816149252216991
26;0.9876712262630463;0.030507071641009072;0.008247730864773246;0.2560975515260929;7.201631214560532;0.6979257660668071
27;0.9945205450057983;0.015091784098480623;0.003612674426017137;0.304878042783679;7.345210482434529;0.6728361263507749
28;0.9945205450057983;0.021679382551380126;0.004918767222838833;0.26829267402247686;7.64558467050878;0.6927548552431712
29;0.9904109537601471;0.045426859047936835;0.009218969957764597;0.2804877979726326;7.3163073818858075;0.6885136656644868
30;0.9958904087543488;0.022551108499325505;0.0033430572634456004;0.2560975560691299;7.458993894297902;0.7043370044812923
31;0.9917808175086975;0.03022473968692245;0.006865708983730357;0.28048779942640445;6.821540588285865;0.6871461083249348
32;0.983561635017395;0.04708545745991502;0.012953541214226615;0.34146341009110937;6.2352385055728075;0.6387121786431569
33;0.9931506812572479;0.04003925667358052;0.006978997539981922;0.35365852949822824;5.639342854662639;0.6238407405411325
34;0.9917808175086975;0.03331749037877746;0.006899404282222187;0.3048780382406421;5.923589427296708;0.6542528533354038
35;0.9945205450057983;0.01758869881759643;0.004144993115731413;0.3170731576477609;6.417087374663934;0.649475295369218
36;0.9958904087543488;0.011883142767458109;0.0029417374900843505;0.31707316219079784;6.459509756506943;0.6533836780524835
37;1.0;0.006653643798877243;0.0008719737188739262;0.31707316219079784;6.623661797221114;0.6589745930055293
38;0.9986301362514496;0.005753181699630709;0.0011300375242992594;0.31707316219079784;6.807538800123261;0.6581748491380273
39;0.9972602725028992;0.007482650267177146;0.0016374048513247458;0.31707316219079784;6.968855293785653;0.6608011155593686
40;0.9972602725028992;0.009036796152043915;0.0022227652650238226;0.3170731576477609;6.78169414473743;0.653730125688925
41;0.9972602725028992;0.01958695475342173;0.0031462669162648305;0.3048780396944139;7.647934401907572;0.6802630482650385
42;0.9958904087543488;0.013709244579624209;0.0036063358934189777;0.23170731271185527;8.119469735680557;0.7265495868717752
43;0.9958904087543488;0.012214797563102951;0.003441578161707791;0.24390243666201103;8.013474929623488;0.7150737359756376
44;0.9972602725028992;0.007148446762933929;0.0018598299429708719;0.23170731271185527;7.918239105038527;0.7254594549900149
45;0.9945205450057983;0.009618270641922583;0.002792379235504622;0.1951219454044249;8.531399250030518;0.7682966233753576
46;0.9931506812572479;0.018481591341348066;0.005574093438699196;0.24390242757593714;7.6604702240083276;0.7279755531287775
47;0.9972602725028992;0.013319231316204858;0.0030735301484871923;0.2682926845623226;7.348205002342782;0.7067643273167494
48;0.9986301362514496;0.004312927043005626;0.0008775287779791183;0.2804877948833675;7.3672307875098255;0.6950431807738978
49;0.9972602725028992;0.006439712035238674;0.0020148739069397676;0.24390243666201103;7.689529384054789;0.7100468605029874
50;0.9986301362514496;0.0025450010879878443;0.0006486799838051939;0.2560975560691299;7.8979671989999165;0.706048664523334
51;0.9972602725028992;0.006462837228928163;0.0020598697802291766;0.24390243666201103;8.00925621172277;0.7152134856072868
52;0.9972602725028992;0.00606649017026939;0.001632639531674904;0.21951218876169948;8.42560967003427;0.7441467889925328
53;0.9958904087543488;0.013153691271620336;0.0023090821733142116;0.2560975606121668;7.920623994455105;0.7213617774044595
54;0.9986301362514496;0.0035340758076304215;0.0008480668265232107;0.30487803369760513;7.498242354974514;0.6746055869067588
55;0.9958904087543488;0.006647273578655337;0.0023001678505116625;0.2560975560691299;8.282976173773044;0.7266423018967233
56;0.9958904087543488;0.00687806892957481;0.0022304965962099085;0.24390243666201103;8.251694400136063;0.722054462607314
57;0.9986301362514496;0.003666081018002543;0.0011172366990858985;0.2682926754762487;8.04951189785469;0.6952744954969825
58;0.9958904087543488;0.01263773227874979;0.0033737329280185027;0.3170731576477609;7.696371741411163;0.668916238517296
59;0.9958904087543488;0.007077898130188409;0.002248442484434349;0.2560975560691299;8.127566814422607;0.7161503979345647
60;0.9958904087543488;0.02798655474014576;0.0032816083812011133;0.2682926754762487;7.89120284522452;0.7149902567630861
61;0.9972602725028992;0.009914793382910693;0.0024487103636306605;0.2560975560691299;7.789433688652225;0.7191843274163037
62;0.9945205450057983;0.012552895012996574;0.0031820872082829483;0.2926829128367145;7.310855539833627;0.702264106128274
63;0.9972602725028992;0.004987003800398606;0.0013885776351841165;0.2804877934295957;7.743002205360226;0.7081382608995205
64;0.9958904087543488;0.006391351497425864;0.0019493923287520359;0.2926829219227884;7.719873573721909;0.7004604521321087
65;1.0;0.0029948829159029754;0.0006879415658037579;0.28048779942640445;7.830565981748627;0.7021969985671159
66;0.9958904087543488;0.009869705638390756;0.002690687013276194;0.28048779034033056;7.697202508042499;0.696383733574937
67;0.9972602733194011;0.004312377080779;0.0011598052433551018;0.28048779034033056;7.24438446324046;0.6802075926850482
68;0.9972602725028992;0.009170504980798572;0.0021789773652291775;0.3048780413299072;7.921252832180116;0.6749006473436588
69;0.9986301362514496;0.0035188658142512757;0.0010428868713381009;0.2926829219227884;7.989152739687664;0.6808779937465016
70;0.9972602725028992;0.00544580403732665;0.0016424191164590455;0.31707315310472395;7.526297935625402;0.660019956710862
71;0.9972602725028992;0.01203843967056718;0.002325379776819197;0.24390243666201103;8.280840437586715;0.7327939475454935
72;0.9958904087543488;0.016979626539292962;0.0037246128417363655;0.2560975500723211;7.663154962586193;0.7212694439946151
73;0.9945205450057983;0.014768923253547518;0.0038198020032068018;0.256097559158395;8.101018021746379;0.7260790314616227
74;0.9986301362514496;0.0058058871623895714;0.0016779894847273975;0.2682926785655138;8.011116144133776;0.7213741788050023
75;1.0;0.0032093817867400055;0.0005928600174088516;0.2804877934295957;8.042249888908572;0.7131916735230422
